doy,count,avg_trip_time,avg_trip_distance,avg_total_amount,avg_tip_amount
304,441582,943.614907310533,2.99015571612918,16.4163764999812,2.47192062984069
305,390105,1567.42316555799,3.38390558946772,18.5290065579662,2.80221274459727
306,348560,984.835494606381,4.02552867533291,19.073831764238,2.9567390238812
307,364999,977.42901213428,2.95269093833425,17.9610873323212,2.79425007109374
308,384089,1081.41045434782,2.9360287847797,18.3285711261901,2.85666930333852
309,402181,1053.65790775795,4.30620326370545,18.8460905462781,2.92499394486162
310,419288,1035.48741199367,31.1473591895382,18.4868175863908,2.83867841789953
311,443933,962.12672182514,2.80198897101928,16.6002284209209,2.5153314800114
312,392409,1007.41298492134,12.0105141060002,18.0181612693282,2.74821959187089
313,352729,959.097369368552,49.8482461745444,18.5860636516081,2.88855124041339
314,378051,1061.88731414545,11.8239518920179,18.2989334365155,2.84359195184108
315,372002,1014.64757716356,3.00224840171594,18.4866870736899,2.88607577087033
316,406649,1050.59998180249,19.4451817411899,18.5094808533682,2.87482344260256
317,427717,1043.57593689285,2.94694071058914,18.2662885081589,2.8200539568894
318,446987,980.34912201026,2.80058914484367,16.6813730899022,2.53924975691719
319,381213,944.886451931073,3.36986013113417,18.2258057008605,2.77204657013441
320,347615,956.757924715562,3.21894501003105,18.7632400645433,2.9127590889057
321,384488,1000.96961673706,2.89794464259446,18.1000142261999,2.83025416850231
322,391321,1020.22121736375,2.92600121126013,18.5146798600069,2.88818462171063
323,394591,1118.39730759191,2.9317156497651,18.9320256748869,2.93748849613676
324,422421,1061.8680013541,3.08296689785617,18.8377041890348,2.90572710171569
325,439304,938.455217799064,2.81981684630722,16.4156759779967,2.49748198520415
326,376593,889.439354953491,34.9688822414712,16.8982069950743,2.5661252601918
327,366012,929.85540911227,2.78257595360971,16.8052294667098,2.59138431760011
328,377950,1017.16534726816,6.38701651087789,17.68619773468,2.72713803119392
329,358723,992.401298494939,557.60703720555,17.6273644250392,2.69914905690404
330,242393,863.177158581312,20.5453447087399,17.2218378784003,2.65337464586188
331,275078,845.282090897854,8.78015092078124,15.9791525431218,2.44626001028405
332,344527,910.373575946152,17.9876050054663,16.9491913058749,2.58205158322394
333,333746,918.914048408071,3.41114790851353,18.5538569557485,2.82454318183797
334,347002,961.07017250621,12.8438338682738,18.8461597058502,2.92513958694553
335,374390,1064.12219076364,2.9591683545917,18.3573728395874,2.85392126160901
336,379756,1036.68249086255,2.94646954903717,18.4742948593777,2.89745708947992
337,414005,1054.11663144165,6.7611879806027,18.750045884025,2.92464802176457
338,431007,1048.14800223662,2.9812357337433,18.5001918842976,2.86600777112699
339,451092,976.595011660592,54.2118008075671,16.6517463859327,2.5451145227409
340,398882,915.043366208553,3.19716615379817,17.7788567827164,2.7312861825596
341,371715,969.681608221352,3.05766662619423,18.412011576174,2.87563442102961
342,382226,1061.26739154322,7.28246219483478,18.7374983030082,2.94249381456187
343,391440,1086.69849529941,2.97021760676944,19.1360123538578,2.9980164233826
344,406176,1119.77042710549,3.03269661371373,19.3411205580423,3.01792925210341
345,427829,1104.77835069619,3.00983477020233,19.0906981556459,2.9448609529252
346,439266,1064.13975358894,2.80669664810371,17.4589687008616,2.64815161936632
347,377073,987.995274124639,3.22770630581425,18.3665784508881,2.8009686836775
348,370299,927.169878935671,2.94164972097881,17.7005291240926,2.76461813629832
349,396958,982.068022309665,3.00549571988404,17.9768274035171,2.80910341595186
350,417643,995.702236120323,2.88921372983671,18.1117147430257,2.83746754799292
351,418508,1083.76435098015,2.94625655892518,18.6572835669731,2.91104970292352
352,458701,1038.55889784413,2.93537783843957,18.0691293562452,2.79581873725168
353,460986,940.661011397309,2.81039343897338,16.5197648602455,2.53522958064084
354,385155,911.534275811037,2.99747428955829,16.7215450253153,2.56819744116073
355,347282,920.67914259881,2.86200093852075,16.9444657856664,2.6393902550305
356,355205,979.16476119424,2.82353868865307,17.1949058945711,2.6668840354043
357,339355,1002.38400495057,2.88637588934349,17.518803063884,2.71301898901132
358,297167,831.024763853322,2.88832902019665,16.4928450305648,2.55667143431329
359,188254,882.60167114643,3.35161786660223,17.876259412719,2.77354080017208
360,238646,-14394.5737703544,3.09099255736177,17.4762147922277,2.68393098007428
361,268841,986.448726198757,3.42073329551105,19.0112230094714,2.90801961830758
362,301398,953.063945348012,3.50082034872643,17.8932164693031,2.769319629832
363,311730,939.565845443172,2.98978712302027,17.2648682196791,2.66764642849611
364,319649,1045.31407888027,3.05062474769305,18.2824186709096,2.8088910914873
365,339939,828.829419395833,2.90017759004175,16.3273050046167,2.54151621501786
